sistema;classe;lc;rb;fe;lm;nfe;nlm;cbo;wmc;dit;rfc;maxNest;tcc;loc;nom;classification
libgdx;com.badlogic.gdx.backends.lwjgl.LwjglGL20;1;0;0;0;0;0;13;209;1;143;6;0.0;580;165;UniqueLC
libgdx;com.badlogic.gdx.backends.lwjgl3.Lwjgl3GL20;1;0;0;0;0;0;13;209;1;150;6;0.0;576;165;UniqueLC
libgdx;com.badlogic.gdx.backends.lwjgl3.Lwjgl3Graphics;1;0;0;0;0;0;25;82;4;57;2;0.0;362;57;UniqueLC
libgdx;com.badlogic.gdx.backends.iosrobovm.IOSGraphics;1;0;0;0;0;0;37;84;4;45;2;0.0;377;56;UniqueLC
libgdx;com.badlogic.gdx.physics.box2d.Body;1;0;0;0;0;0;14;110;1;60;1;0.0;307;105;UniqueLC
libgdx;com.badlogic.gdx.physics.box2d.World;1;0;0;0;0;0;49;121;1;86;3;0.0;347;77;UniqueLC
libgdx;com.badlogic.gdx.tools.hiero.HieroSettings;1;0;0;0;0;0;11;73;1;31;5;0.0;270;42;UniqueLC
libgdx;com.badlogic.gdx.tools.particleeditor.Chart;1;0;0;0;0;0;5;45;5;32;5;0.0;291;14;UniqueLC
libgdx;com.badlogic.gdx.tools.texturepacker.ImageProcessor;1;0;0;0;0;0;13;108;1;56;4;0.0;338;17;UniqueLC
libgdx;com.badlogic.gdx.graphics.g2d.PixmapPacker;1;0;0;0;0;0;24;111;2;48;6;0.0;577;33;UniqueLC
libgdx;com.badlogic.gdx.graphics.g3d.model.Node;1;0;0;0;0;0;11;65;1;36;3;0.0;166;25;UniqueLC
libgdx;com.badlogic.gdx.graphics.g3d.ModelInstance;1;0;0;0;0;0;17;103;1;55;4;0.0;281;44;UniqueLC
libgdx;com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup;1;0;0;0;0;0;10;126;4;37;4;0.0;401;52;UniqueLC
libgdx;com.badlogic.gdx.scenes.scene2d.ui.Slider;1;0;0;0;0;0;12;55;5;23;3;0.0;163;16;UniqueLC
libgdx;com.badlogic.gdx.scenes.scene2d.ui.SplitPane;1;0;0;0;0;0;17;84;4;45;2;0.0;297;32;UniqueLC
libgdx;com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop;1;0;0;0;0;0;11;25;1;16;1;0.0;236;19;UniqueLC
libgdx;com.badlogic.gdx.utils.SharedLibraryLoader;1;0;0;0;0;0;13;78;1;43;4;0.0;235;16;UniqueLC
libgdx;com.badlogic.gdx.utils.XmlReader;1;0;0;0;0;0;14;106;1;40;9;0.0;558;19;UniqueLC
